2025-10-11 15:23:56 EEST | INFO     | trading_bot | Database initialized at data/trading_bot.db
2025-10-11 15:24:20 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ETHUSDT 1d
2025-10-11 15:24:20 EEST | INFO     | trading_bot | Saved 0 klines for ETHUSDT 1d
2025-10-11 15:24:20 EEST | INFO     | trading_bot | ✓ ETHUSDT loaded and ready for analysis
2025-10-11 15:24:20 EEST | INFO     | trading_bot | ✅ ETHUSDT ready for analysis (2 symbols analyzing)
2025-10-11 15:24:20 EEST | INFO     | trading_bot | [3/439] Checking BCHUSDT... (0.7%)
2025-10-11 15:24:20 EEST | INFO     | trading_bot |   [1/4] 🔄 BCHUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:20 EEST | INFO     | trading_bot | Downloading historical klines for BCHUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:20.783019+00:00 (1 days)
2025-10-11 15:24:21 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - BCHUSDT 15m
2025-10-11 15:24:21 EEST | INFO     | trading_bot | Saved 1 klines for BCHUSDT 15m
2025-10-11 15:24:21 EEST | INFO     | trading_bot |   [2/4] 🔄 BCHUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:21 EEST | INFO     | trading_bot | Downloading historical klines for BCHUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:20.783019+00:00 (1 days)
2025-10-11 15:24:21 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - BCHUSDT 1h
2025-10-11 15:24:21 EEST | INFO     | trading_bot | Saved 0 klines for BCHUSDT 1h
2025-10-11 15:24:21 EEST | INFO     | trading_bot |   [3/4] 🔄 BCHUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:21 EEST | INFO     | trading_bot | Downloading historical klines for BCHUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:20.783019+00:00 (1 days)
2025-10-11 15:24:21 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - BCHUSDT 4h
2025-10-11 15:24:21 EEST | INFO     | trading_bot | Saved 0 klines for BCHUSDT 4h
2025-10-11 15:24:21 EEST | INFO     | trading_bot |   [4/4] 🔄 BCHUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:21 EEST | INFO     | trading_bot | Downloading historical klines for BCHUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:20.783019+00:00 (1 days)
2025-10-11 15:24:22 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - BCHUSDT 1d
2025-10-11 15:24:22 EEST | INFO     | trading_bot | Saved 0 klines for BCHUSDT 1d
2025-10-11 15:24:22 EEST | INFO     | trading_bot | ✓ BCHUSDT loaded and ready for analysis
2025-10-11 15:24:22 EEST | INFO     | trading_bot | ✅ BCHUSDT ready for analysis (3 symbols analyzing)
2025-10-11 15:24:22 EEST | INFO     | trading_bot | [4/439] Checking XRPUSDT... (0.9%)
2025-10-11 15:24:22 EEST | INFO     | trading_bot |   [1/4] 🔄 XRPUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:22 EEST | INFO     | trading_bot | Downloading historical klines for XRPUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:22.225023+00:00 (1 days)
2025-10-11 15:24:22 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XRPUSDT 15m
2025-10-11 15:24:22 EEST | INFO     | trading_bot | Saved 1 klines for XRPUSDT 15m
2025-10-11 15:24:22 EEST | INFO     | trading_bot |   [2/4] 🔄 XRPUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:22 EEST | INFO     | trading_bot | Downloading historical klines for XRPUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:22.225023+00:00 (1 days)
2025-10-11 15:24:23 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XRPUSDT 1h
2025-10-11 15:24:23 EEST | INFO     | trading_bot | Saved 0 klines for XRPUSDT 1h
2025-10-11 15:24:23 EEST | INFO     | trading_bot |   [3/4] 🔄 XRPUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:23 EEST | INFO     | trading_bot | Downloading historical klines for XRPUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:22.225023+00:00 (1 days)
2025-10-11 15:24:23 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XRPUSDT 4h
2025-10-11 15:24:23 EEST | INFO     | trading_bot | Saved 0 klines for XRPUSDT 4h
2025-10-11 15:24:23 EEST | INFO     | trading_bot |   [4/4] 🔄 XRPUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:23 EEST | INFO     | trading_bot | Downloading historical klines for XRPUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:22.225023+00:00 (1 days)
2025-10-11 15:24:23 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XRPUSDT 1d
2025-10-11 15:24:23 EEST | INFO     | trading_bot | Saved 0 klines for XRPUSDT 1d
2025-10-11 15:24:23 EEST | INFO     | trading_bot | ✓ XRPUSDT loaded and ready for analysis
2025-10-11 15:24:23 EEST | INFO     | trading_bot | ✅ XRPUSDT ready for analysis (4 symbols analyzing)
2025-10-11 15:24:23 EEST | INFO     | trading_bot | [5/439] Checking LTCUSDT... (1.1%)
2025-10-11 15:24:23 EEST | INFO     | trading_bot |   [1/4] 🔄 LTCUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:23 EEST | INFO     | trading_bot | Downloading historical klines for LTCUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:23.760932+00:00 (1 days)
2025-10-11 15:24:24 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LTCUSDT 15m
2025-10-11 15:24:24 EEST | INFO     | trading_bot | Saved 1 klines for LTCUSDT 15m
2025-10-11 15:24:24 EEST | INFO     | trading_bot |   [2/4] 🔄 LTCUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:24 EEST | INFO     | trading_bot | Downloading historical klines for LTCUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:23.760932+00:00 (1 days)
2025-10-11 15:24:24 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LTCUSDT 1h
2025-10-11 15:24:24 EEST | INFO     | trading_bot | Saved 0 klines for LTCUSDT 1h
2025-10-11 15:24:24 EEST | INFO     | trading_bot |   [3/4] 🔄 LTCUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:24 EEST | INFO     | trading_bot | Downloading historical klines for LTCUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:23.760932+00:00 (1 days)
2025-10-11 15:24:24 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LTCUSDT 4h
2025-10-11 15:24:24 EEST | INFO     | trading_bot | Saved 0 klines for LTCUSDT 4h
2025-10-11 15:24:24 EEST | INFO     | trading_bot |   [4/4] 🔄 LTCUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:24 EEST | INFO     | trading_bot | Downloading historical klines for LTCUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:23.760932+00:00 (1 days)
2025-10-11 15:24:25 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LTCUSDT 1d
2025-10-11 15:24:25 EEST | INFO     | trading_bot | Saved 0 klines for LTCUSDT 1d
2025-10-11 15:24:25 EEST | INFO     | trading_bot | ✓ LTCUSDT loaded and ready for analysis
2025-10-11 15:24:25 EEST | INFO     | trading_bot | ✅ LTCUSDT ready for analysis (5 symbols analyzing)
2025-10-11 15:24:25 EEST | INFO     | trading_bot | [6/439] Checking TRXUSDT... (1.4%)
2025-10-11 15:24:25 EEST | INFO     | trading_bot |   [1/4] 🔄 TRXUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:25 EEST | INFO     | trading_bot | Downloading historical klines for TRXUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:25.241196+00:00 (1 days)
2025-10-11 15:24:25 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - TRXUSDT 15m
2025-10-11 15:24:25 EEST | INFO     | trading_bot | Saved 1 klines for TRXUSDT 15m
2025-10-11 15:24:25 EEST | INFO     | trading_bot |   [2/4] 🔄 TRXUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:25 EEST | INFO     | trading_bot | Downloading historical klines for TRXUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:25.241196+00:00 (1 days)
2025-10-11 15:24:26 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - TRXUSDT 1h
2025-10-11 15:24:26 EEST | INFO     | trading_bot | Saved 0 klines for TRXUSDT 1h
2025-10-11 15:24:26 EEST | INFO     | trading_bot |   [3/4] 🔄 TRXUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:26 EEST | INFO     | trading_bot | Downloading historical klines for TRXUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:25.241196+00:00 (1 days)
2025-10-11 15:24:26 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - TRXUSDT 4h
2025-10-11 15:24:26 EEST | INFO     | trading_bot | Saved 0 klines for TRXUSDT 4h
2025-10-11 15:24:26 EEST | INFO     | trading_bot |   [4/4] 🔄 TRXUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:26 EEST | INFO     | trading_bot | Downloading historical klines for TRXUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:25.241196+00:00 (1 days)
2025-10-11 15:24:26 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - TRXUSDT 1d
2025-10-11 15:24:26 EEST | INFO     | trading_bot | Saved 0 klines for TRXUSDT 1d
2025-10-11 15:24:26 EEST | INFO     | trading_bot | ✓ TRXUSDT loaded and ready for analysis
2025-10-11 15:24:26 EEST | INFO     | trading_bot | ✅ TRXUSDT ready for analysis (6 symbols analyzing)
2025-10-11 15:24:26 EEST | INFO     | trading_bot | [7/439] Checking ETCUSDT... (1.6%)
2025-10-11 15:24:26 EEST | INFO     | trading_bot |   [1/4] 🔄 ETCUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:26 EEST | INFO     | trading_bot | Downloading historical klines for ETCUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:26.935275+00:00 (1 days)
2025-10-11 15:24:27 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ETCUSDT 15m
2025-10-11 15:24:27 EEST | INFO     | trading_bot | Saved 1 klines for ETCUSDT 15m
2025-10-11 15:24:27 EEST | INFO     | trading_bot |   [2/4] 🔄 ETCUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:27 EEST | INFO     | trading_bot | Downloading historical klines for ETCUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:26.935275+00:00 (1 days)
2025-10-11 15:24:27 EEST | INFO     | trading_bot | 📊 Loading: 6/439 (1.4%) | Queue: 0 ready | Ready: 6 symbols | Failed: 0 | 15 strategies | 0 signals | Rate: 2.5%
2025-10-11 15:24:27 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ETCUSDT 1h
2025-10-11 15:24:27 EEST | INFO     | trading_bot | Saved 0 klines for ETCUSDT 1h
2025-10-11 15:24:27 EEST | INFO     | trading_bot |   [3/4] 🔄 ETCUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:27 EEST | INFO     | trading_bot | Downloading historical klines for ETCUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:26.935275+00:00 (1 days)
2025-10-11 15:24:28 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ETCUSDT 4h
2025-10-11 15:24:28 EEST | INFO     | trading_bot | Saved 0 klines for ETCUSDT 4h
2025-10-11 15:24:28 EEST | INFO     | trading_bot |   [4/4] 🔄 ETCUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:28 EEST | INFO     | trading_bot | Downloading historical klines for ETCUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:26.935275+00:00 (1 days)
2025-10-11 15:24:28 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ETCUSDT 1d
2025-10-11 15:24:28 EEST | INFO     | trading_bot | Saved 0 klines for ETCUSDT 1d
2025-10-11 15:24:28 EEST | INFO     | trading_bot | ✓ ETCUSDT loaded and ready for analysis
2025-10-11 15:24:28 EEST | INFO     | trading_bot | ✅ ETCUSDT ready for analysis (7 symbols analyzing)
2025-10-11 15:24:28 EEST | INFO     | trading_bot | [8/439] Checking LINKUSDT... (1.8%)
2025-10-11 15:24:28 EEST | INFO     | trading_bot |   [1/4] 🔄 LINKUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:28 EEST | INFO     | trading_bot | Downloading historical klines for LINKUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:28.409948+00:00 (1 days)
2025-10-11 15:24:28 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LINKUSDT 15m
2025-10-11 15:24:28 EEST | INFO     | trading_bot | Saved 1 klines for LINKUSDT 15m
2025-10-11 15:24:28 EEST | INFO     | trading_bot |   [2/4] 🔄 LINKUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:28 EEST | INFO     | trading_bot | Downloading historical klines for LINKUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:28.409948+00:00 (1 days)
2025-10-11 15:24:29 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LINKUSDT 1h
2025-10-11 15:24:29 EEST | INFO     | trading_bot | Saved 0 klines for LINKUSDT 1h
2025-10-11 15:24:29 EEST | INFO     | trading_bot |   [3/4] 🔄 LINKUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:29 EEST | INFO     | trading_bot | Downloading historical klines for LINKUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:28.409948+00:00 (1 days)
2025-10-11 15:24:29 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LINKUSDT 4h
2025-10-11 15:24:29 EEST | INFO     | trading_bot | Saved 0 klines for LINKUSDT 4h
2025-10-11 15:24:29 EEST | INFO     | trading_bot |   [4/4] 🔄 LINKUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:29 EEST | INFO     | trading_bot | Downloading historical klines for LINKUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:28.409948+00:00 (1 days)
2025-10-11 15:24:29 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - LINKUSDT 1d
2025-10-11 15:24:29 EEST | INFO     | trading_bot | Saved 0 klines for LINKUSDT 1d
2025-10-11 15:24:29 EEST | INFO     | trading_bot | ✓ LINKUSDT loaded and ready for analysis
2025-10-11 15:24:29 EEST | INFO     | trading_bot | ✅ LINKUSDT ready for analysis (8 symbols analyzing)
2025-10-11 15:24:29 EEST | INFO     | trading_bot | [9/439] Checking XLMUSDT... (2.1%)
2025-10-11 15:24:29 EEST | INFO     | trading_bot |   [1/4] 🔄 XLMUSDT 15m - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:29 EEST | INFO     | trading_bot | Downloading historical klines for XLMUSDT 15m from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:29.886135+00:00 (1 days)
2025-10-11 15:24:30 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XLMUSDT 15m
2025-10-11 15:24:30 EEST | INFO     | trading_bot | Saved 1 klines for XLMUSDT 15m
2025-10-11 15:24:30 EEST | INFO     | trading_bot |   [2/4] 🔄 XLMUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:30 EEST | INFO     | trading_bot | Downloading historical klines for XLMUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:29.886135+00:00 (1 days)
2025-10-11 15:24:30 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XLMUSDT 1h
2025-10-11 15:24:30 EEST | INFO     | trading_bot | Saved 0 klines for XLMUSDT 1h
2025-10-11 15:24:30 EEST | INFO     | trading_bot |   [3/4] 🔄 XLMUSDT 4h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:30 EEST | INFO     | trading_bot | Downloading historical klines for XLMUSDT 4h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:29.886135+00:00 (1 days)
2025-10-11 15:24:30 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XLMUSDT 4h
2025-10-11 15:24:30 EEST | INFO     | trading_bot | Saved 0 klines for XLMUSDT 4h
2025-10-11 15:24:30 EEST | INFO     | trading_bot |   [4/4] 🔄 XLMUSDT 1d - gap detected, updating from 2025-10-11 00:01
2025-10-11 15:24:30 EEST | INFO     | trading_bot | Downloading historical klines for XLMUSDT 1d from 2025-10-11 00:01:00+00:00 to 2025-10-11 12:24:29.886135+00:00 (1 days)
2025-10-11 15:24:31 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - XLMUSDT 1d
2025-10-11 15:24:31 EEST | INFO     | trading_bot | Saved 0 klines for XLMUSDT 1d
2025-10-11 15:24:31 EEST | INFO     | trading_bot | ✓ XLMUSDT loaded and ready for analysis
2025-10-11 15:24:31 EEST | INFO     | trading_bot | ✅ XLMUSDT ready for analysis (9 symbols analyzing)
2025-10-11 15:24:31 EEST | INFO     | trading_bot | [10/439] Checking ADAUSDT... (2.3%)
2025-10-11 15:24:31 EEST | INFO     | trading_bot |   [1/4] 🔄 ADAUSDT 15m - gap detected, updating from 2025-10-11 12:16
2025-10-11 15:24:31 EEST | INFO     | trading_bot | Downloading historical klines for ADAUSDT 15m from 2025-10-11 12:16:00+00:00 to 2025-10-11 12:24:31.352245+00:00 (1 days)
2025-10-11 15:24:31 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ADAUSDT 15m
2025-10-11 15:24:31 EEST | INFO     | trading_bot | Saved 0 klines for ADAUSDT 15m
2025-10-11 15:24:31 EEST | INFO     | trading_bot |   [2/4] 🔄 ADAUSDT 1h - gap detected, updating from 2025-10-11 12:01
2025-10-11 15:24:31 EEST | INFO     | trading_bot | Downloading historical klines for ADAUSDT 1h from 2025-10-11 12:01:00+00:00 to 2025-10-11 12:24:31.352245+00:00 (1 days)
2025-10-11 15:24:32 EEST | INFO     | trading_bot |   Progress: 100.0% (1/1 days) - ADAUSDT 1h
2025-10-11 15:24:32 EEST | INFO     | trading_bot | Saved 0 klines for ADAUSDT 1h
