2025-10-15 11:05:52 EEST | INFO     | 
2025-10-15 11:06:11 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 11:06:11 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 11:06:11 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 11:06:11 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 11:06:12 EEST | INFO     | 
================================================================================
2025-10-15 11:06:12 EEST | INFO     | 🔍 АНАЛИЗ: PLUMEUSDT | Режим: TREND | Bias: bearish
2025-10-15 11:06:12 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 11:06:12 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 11:06:12 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 11:06:12 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 11:06:12 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 11:06:12 EEST | DEBUG    |     ❌ Объем низкий: 0.02x < 1.20x (адаптивный)
2025-10-15 11:06:12 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 11:06:12 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (10.7 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (10.9 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (11.9 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (12.8 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (12.7 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (12.8 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (12.0 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (11.9 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (11.3 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (11.0 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (10.2 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (10.8 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (12.1 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (13.0 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (12.2 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (11.9 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (12.2 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (12.2 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (11.9 < 20)
2025-10-15 11:06:12 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 11:06:12 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 11:06:12 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 11:06:12 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 11:06:12 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 11:06:12 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 11:06:21 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 11:06:21 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 11:06:21 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 11:06:21 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 11:06:21 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 11:06:21 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 11:06:29 EEST | DEBUG    |     ❌ Объем низкий: 0.37x < 1.5x
2025-10-15 11:06:29 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 11:06:29 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 11:06:29 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 11:06:29 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 11:06:29 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 11:06:29 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 11:06:29 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 11:06:29 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 11:06:29 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 11:06:31 EEST | INFO     | 
================================================================================
2025-10-15 11:06:31 EEST | INFO     | 🔍 АНАЛИЗ: JELLYJELLYUSDT | Режим: TREND | Bias: bullish
2025-10-15 11:06:31 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 11:06:31 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 11:06:31 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 11:06:31 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 11:06:31 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 11:06:31 EEST | DEBUG    |     ❌ Объем низкий: 0.00x < 1.20x (адаптивный)
2025-10-15 11:06:31 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 11:06:31 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (9.8 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (10.0 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (11.4 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (12.0 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (13.2 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (14.2 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (15.7 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (16.4 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (15.3 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (14.2 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (13.5 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (13.3 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (12.7 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (12.1 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (11.9 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (11.8 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (11.1 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (10.6 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (10.8 < 20)
2025-10-15 11:06:31 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 11:06:31 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 11:06:31 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 11:06:31 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 11:06:31 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 11:06:31 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 11:06:40 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 11:06:40 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 11:06:40 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 11:06:40 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 11:06:40 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 11:06:40 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 11:06:48 EEST | DEBUG    |     ❌ Объем низкий: 0.07x < 1.5x
2025-10-15 11:06:48 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 11:06:48 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 11:06:48 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 11:06:48 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 11:06:48 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 11:06:48 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 11:06:48 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 11:06:48 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 11:06:48 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 11:06:49 EEST | INFO     | 
================================================================================
2025-10-15 11:06:49 EEST | INFO     | 🔍 АНАЛИЗ: PAXGUSDT | Режим: TREND | Bias: bullish
2025-10-15 11:06:51 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 11:06:51 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 11:06:51 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 11:06:51 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 11:06:51 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 11:06:51 EEST | DEBUG    |     ❌ Объем низкий: 0.02x < 1.20x (адаптивный)
2025-10-15 11:06:51 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 11:06:51 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 11:06:51 EEST | DEBUG    |     ✅ Пробой LONG найден на баре -18: ADX=26.1, volume 3.1x
2025-10-15 11:06:51 EEST | DEBUG    |     📊 Пробой LONG с ADX=26.1, уровень 4201.2600
2025-10-15 11:06:51 EEST | DEBUG    |     📊 Пробой найден: LONG на уровне 4201.2600, ATR=7.5238
2025-10-15 11:06:51 EEST | DEBUG    |     📊 Зона ретеста: [4199.0029, 4203.5171], текущая цена: 4223.1700
2025-10-15 11:06:51 EEST | DEBUG    |     ❌ Цена НЕ касалась зоны ретеста [4199.0029, 4203.5171] за последние 5 баров
2025-10-15 11:06:51 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 11:06:51 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 11:06:51 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 11:06:51 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 11:06:51 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 11:07:00 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 11:07:00 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 11:07:00 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 11:07:00 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 11:07:00 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 11:07:00 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 11:07:08 EEST | DEBUG    |     ❌ Объем низкий: 0.11x < 1.5x
2025-10-15 11:07:08 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 11:07:08 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 11:07:08 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 11:07:08 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 11:07:08 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 11:07:08 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 11:07:08 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 11:07:08 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 11:07:08 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 11:07:09 EEST | INFO     | 
================================================================================
2025-10-15 11:07:09 EEST | INFO     | 🔍 АНАЛИЗ: WALUSDT | Режим: TREND | Bias: bearish
2025-10-15 11:07:10 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 11:07:10 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 11:07:10 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 11:07:10 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 11:07:10 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 11:07:10 EEST | DEBUG    |     ❌ Объем низкий: 0.01x < 1.20x (адаптивный)
2025-10-15 11:07:10 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 11:07:10 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (12.6 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (12.2 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (12.5 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (12.7 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (12.1 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (11.3 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (11.3 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (11.6 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (12.1 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (12.4 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (12.4 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (11.7 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (11.8 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (11.8 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (12.5 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (13.1 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (14.4 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (15.3 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (17.7 < 20)
2025-10-15 11:07:10 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 11:07:10 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 11:07:10 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 11:07:10 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 11:07:10 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 11:07:10 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 11:07:18 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 11:07:18 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 11:07:18 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 11:07:18 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 11:07:18 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 11:07:18 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 11:07:26 EEST | DEBUG    |     ❌ Объем низкий: 0.15x < 1.5x
2025-10-15 11:07:26 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 11:07:26 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 11:07:26 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 11:07:26 EEST | DEBUG    |   🔍 Проверка: Cash-and-Carry (1h)
2025-10-15 11:07:26 EEST | DEBUG    |     ❌ Стратегия отключена: нет данных funding rate
2025-10-15 11:07:26 EEST | DEBUG    |   ⚪ Cash-and-Carry → нет сигнала
2025-10-15 11:07:26 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 11:07:26 EEST | INFO     | 📈 Итого: проверено 6, пропущено 10, сигналов 0
2025-10-15 11:07:26 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 11:07:27 EEST | INFO     | 
================================================================================
2025-10-15 11:07:27 EEST | INFO     | 🔍 АНАЛИЗ: ATHUSDT | Режим: TREND | Bias: bearish
2025-10-15 11:07:28 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 11:07:28 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 11:07:28 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 11:07:28 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 11:07:28 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 11:07:28 EEST | DEBUG    |     ❌ Объем низкий: 0.15x < 1.20x (адаптивный)
2025-10-15 11:07:28 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 11:07:28 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 11:07:28 EEST | DEBUG    |     ✅ Пробой SHORT найден на баре -13: ADX=42.7, volume 6.1x
2025-10-15 11:07:28 EEST | DEBUG    |     📊 Пробой SHORT с ADX=42.7, уровень 0.0413
2025-10-15 11:07:28 EEST | DEBUG    |     📊 Пробой найден: SHORT на уровне 0.0413, ATR=0.0004
2025-10-15 11:07:28 EEST | DEBUG    |     📊 Зона ретеста: [0.0411, 0.0414], текущая цена: 0.0397
2025-10-15 11:07:28 EEST | DEBUG    |     ❌ Цена НЕ касалась зоны ретеста [0.0411, 0.0414] за последние 5 баров
2025-10-15 11:07:28 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 11:07:28 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 11:07:28 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 11:07:28 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 11:07:28 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 11:07:36 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 11:07:36 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 11:07:36 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 11:07:36 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 11:07:36 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 11:07:36 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 11:07:44 EEST | DEBUG    |     ❌ Объем низкий: 0.83x < 1.5x
