2025-10-15 10:47:26 EEST | INFO     | 
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (8.8 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (8.6 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (9.4 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (10.2 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (9.7 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (9.4 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (9.5 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (9.6 < 20)
2025-10-15 10:47:26 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 10:47:26 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 10:47:26 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 10:47:26 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 10:47:26 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 10:47:26 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 10:47:35 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 10:47:35 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 10:47:35 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 10:47:35 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 10:47:35 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 10:47:35 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 10:47:44 EEST | DEBUG    |     ❌ Объем низкий: 0.06x < 1.5x
2025-10-15 10:47:44 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 10:47:44 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 10:47:44 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 10:47:44 EEST | DEBUG    |   ⏭️  Cash-and-Carry (1h) - недостаточно данных
2025-10-15 10:47:44 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 10:47:44 EEST | INFO     | 📈 Итого: проверено 5, пропущено 11, сигналов 0
2025-10-15 10:47:44 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 10:47:45 EEST | INFO     | 
================================================================================
2025-10-15 10:47:45 EEST | INFO     | 🔍 АНАЛИЗ: ETHUSDT | Режим: TREND | Bias: bearish
2025-10-15 10:47:45 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 10:47:45 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 10:47:45 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 10:47:45 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 10:47:45 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 10:47:45 EEST | DEBUG    |     ❌ Объем низкий: 0.21x < 0.72x (адаптивный)
2025-10-15 10:47:45 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 10:47:45 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (9.2 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (8.6 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (8.3 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (9.1 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (9.9 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (9.4 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (9.0 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (8.9 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (8.9 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (8.6 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (8.2 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (7.9 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (7.4 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (7.9 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (8.4 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (8.4 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (8.6 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (9.1 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (9.5 < 20)
2025-10-15 10:47:45 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 10:47:45 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 10:47:45 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 10:47:45 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 10:47:45 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 10:47:45 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 10:47:55 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 10:47:55 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 10:47:55 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 10:47:55 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 10:47:55 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 10:47:55 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 10:48:04 EEST | DEBUG    |     ❌ Объем низкий: 0.04x < 1.5x
2025-10-15 10:48:04 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 10:48:04 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 10:48:04 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 10:48:04 EEST | DEBUG    |   ⏭️  Cash-and-Carry (1h) - недостаточно данных
2025-10-15 10:48:04 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 10:48:04 EEST | INFO     | 📈 Итого: проверено 5, пропущено 11, сигналов 0
2025-10-15 10:48:04 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 10:48:04 EEST | INFO     | 
================================================================================
2025-10-15 10:48:04 EEST | INFO     | 🔍 АНАЛИЗ: BCHUSDT | Режим: TREND | Bias: bearish
2025-10-15 10:48:05 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 10:48:05 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 10:48:05 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 10:48:05 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 10:48:05 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 10:48:05 EEST | DEBUG    |     ❌ Объем низкий: 0.29x < 0.72x (адаптивный)
2025-10-15 10:48:05 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 10:48:05 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 10:48:05 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (15.5 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (14.9 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (14.3 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (14.0 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (13.6 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (12.8 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (12.0 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (12.0 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (11.6 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (11.5 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (11.8 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (12.1 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (11.7 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (12.1 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (12.4 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (11.8 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (11.3 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (10.6 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (10.2 < 20)
2025-10-15 10:48:06 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 10:48:06 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 10:48:06 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 10:48:06 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 10:48:06 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 10:48:06 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 10:48:15 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 10:48:15 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 10:48:15 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 10:48:15 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 10:48:15 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 10:48:15 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 10:48:23 EEST | DEBUG    |     ❌ Объем низкий: 0.07x < 1.5x
2025-10-15 10:48:23 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 10:48:23 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 10:48:23 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 10:48:23 EEST | DEBUG    |   ⏭️  Cash-and-Carry (1h) - недостаточно данных
2025-10-15 10:48:23 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 10:48:23 EEST | INFO     | 📈 Итого: проверено 5, пропущено 11, сигналов 0
2025-10-15 10:48:23 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 10:48:24 EEST | INFO     | 
================================================================================
2025-10-15 10:48:24 EEST | INFO     | 🔍 АНАЛИЗ: XRPUSDT | Режим: TREND | Bias: bearish
2025-10-15 10:48:25 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 10:48:25 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 10:48:25 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 10:48:25 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 10:48:25 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 10:48:25 EEST | DEBUG    |     ❌ Объем низкий: 0.14x < 0.72x (адаптивный)
2025-10-15 10:48:25 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 10:48:25 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (9.8 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (9.2 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (8.9 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (9.3 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (9.7 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (9.5 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (9.4 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (9.3 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (9.0 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (8.4 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (8.2 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (8.1 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (7.6 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (8.5 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (9.4 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (9.4 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (9.3 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (9.6 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (9.9 < 20)
2025-10-15 10:48:25 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 10:48:25 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 10:48:25 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 10:48:25 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 10:48:25 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 10:48:25 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 10:48:34 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 10:48:34 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 10:48:34 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 10:48:34 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 10:48:34 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 10:48:34 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 10:48:43 EEST | DEBUG    |     ❌ Объем низкий: 0.14x < 1.5x
2025-10-15 10:48:43 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 10:48:43 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 10:48:43 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 10:48:43 EEST | DEBUG    |   ⏭️  Cash-and-Carry (1h) - недостаточно данных
2025-10-15 10:48:43 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 10:48:43 EEST | INFO     | 📈 Итого: проверено 5, пропущено 11, сигналов 0
2025-10-15 10:48:43 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 10:48:43 EEST | INFO     | 
================================================================================
2025-10-15 10:48:43 EEST | INFO     | 🔍 АНАЛИЗ: LTCUSDT | Режим: TREND | Bias: bearish
2025-10-15 10:48:44 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 10:48:44 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 10:48:44 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 10:48:44 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 10:48:44 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 10:48:44 EEST | DEBUG    |     ❌ Объем низкий: 0.24x < 0.72x (адаптивный)
2025-10-15 10:48:44 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 10:48:44 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (10.9 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (10.2 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (9.7 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (10.0 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -16: ADX слишком слабый (10.3 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -15: ADX слишком слабый (9.9 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -14: ADX слишком слабый (9.3 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -13: ADX слишком слабый (9.0 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -12: ADX слишком слабый (9.2 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -11: ADX слишком слабый (9.4 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -10: ADX слишком слабый (9.3 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -9: ADX слишком слабый (9.1 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -8: ADX слишком слабый (10.1 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -7: ADX слишком слабый (9.5 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -6: ADX слишком слабый (8.9 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -5: ADX слишком слабый (9.6 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -4: ADX слишком слабый (10.4 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -3: ADX слишком слабый (11.3 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -2: ADX слишком слабый (12.0 < 20)
2025-10-15 10:48:44 EEST | DEBUG    |     ❌ Нет недавнего пробоя swing level с объемом >1.5x, расстоянием ≥0.25 ATR и ADX > 20
2025-10-15 10:48:44 EEST | DEBUG    |   ⚪ Break & Retest → нет сигнала
2025-10-15 10:48:44 EEST | DEBUG    |   ⏭️  ATR Momentum - отключена
2025-10-15 10:48:44 EEST | DEBUG    |   ⏭️  VWAP Mean Reversion - отключена
2025-10-15 10:48:44 EEST | DEBUG    |   ⏭️  Range Fade - отключена
2025-10-15 10:48:44 EEST | DEBUG    |   🔍 Проверка: Volume Profile (15m)
2025-10-15 10:48:54 EEST | DEBUG    |     ❌ Цена не около VAH/VAL (расстояние > 0.3 ATR)
2025-10-15 10:48:54 EEST | DEBUG    |   ⚪ Volume Profile → нет сигнала
2025-10-15 10:48:54 EEST | DEBUG    |   ⏭️  RSI/Stoch MR - отключена
2025-10-15 10:48:54 EEST | DEBUG    |   🔍 Проверка: Liquidity Sweep (15m)
2025-10-15 10:48:54 EEST | DEBUG    |   ⚪ Liquidity Sweep → нет сигнала
2025-10-15 10:48:54 EEST | DEBUG    |   🔍 Проверка: Order Flow (15m)
2025-10-15 10:49:03 EEST | DEBUG    |     ❌ Объем низкий: 0.04x < 1.5x
2025-10-15 10:49:03 EEST | DEBUG    |   ⚪ Order Flow → нет сигнала
2025-10-15 10:49:03 EEST | DEBUG    |   ⏭️  CVD Divergence - отключена
2025-10-15 10:49:03 EEST | DEBUG    |   ⏭️  Time-of-Day - отключена
2025-10-15 10:49:03 EEST | DEBUG    |   ⏭️  Cash-and-Carry (1h) - недостаточно данных
2025-10-15 10:49:03 EEST | DEBUG    |   ⏭️  Market Making - отключена
2025-10-15 10:49:03 EEST | INFO     | 📈 Итого: проверено 5, пропущено 11, сигналов 0
2025-10-15 10:49:03 EEST | INFO     | ⚪ Ни одна стратегия не дала сигнал
2025-10-15 10:49:03 EEST | INFO     | 
================================================================================
2025-10-15 10:49:03 EEST | INFO     | 🔍 АНАЛИЗ: TRXUSDT | Режим: TREND | Bias: bearish
2025-10-15 10:49:04 EEST | INFO     | 📋 Проверка 16 стратегий...
2025-10-15 10:49:04 EEST | DEBUG    |   ⏭️  Donchian Breakout - отключена
2025-10-15 10:49:04 EEST | DEBUG    |   ⏭️  Squeeze Breakout - отключена
2025-10-15 10:49:04 EEST | DEBUG    |   ⏭️  ORB/IRB - отключена
2025-10-15 10:49:04 EEST | DEBUG    |   🔍 Проверка: MA/VWAP Pullback (4h)
2025-10-15 10:49:04 EEST | DEBUG    |     ❌ Объем низкий: 0.28x < 0.72x (адаптивный)
2025-10-15 10:49:04 EEST | DEBUG    |   ⚪ MA/VWAP Pullback → нет сигнала
2025-10-15 10:49:04 EEST | DEBUG    |   🔍 Проверка: Break & Retest (15m)
2025-10-15 10:49:04 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -20: ADX слишком слабый (14.8 < 20)
2025-10-15 10:49:04 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -19: ADX слишком слабый (15.1 < 20)
2025-10-15 10:49:04 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -18: ADX слишком слабый (15.5 < 20)
2025-10-15 10:49:04 EEST | DEBUG    |     ⚠️ Пропуск пробоя на баре -17: ADX слишком слабый (14.6 < 20)
